frame_id,subject_id,class_id,class_name,x1,y1,x2,y2,confidence
141,13,0,person,490.63,465.76,563.69,698.80,0.7643
141,11,0,person,228.79,489.17,277.30,609.67,0.4888
142,1,0,person,267.95,297.43,477.74,895.89,0.8731
142,2,0,person,623.02,352.17,806.73,838.91,0.8440
142,3,0,person,73.69,448.18,150.98,687.99,0.6723
142,6,0,person,127.28,476.85,181.14,680.91,0.5296
142,5,0,person,21.04,470.93,83.21,673.52,0.6618
142,13,0,person,490.96,466.74,564.27,698.08,0.7754
142,11,0,person,229.86,491.26,280.50,609.19,0.3841
142,10,0,person,164.08,480.20,220.19,632.83,0.5107
143,1,0,person,264.25,299.19,476.41,893.83,0.8717
143,2,0,person,623.09,356.25,805.59,838.69,0.8444
143,3,0,person,74.27,446.16,151.67,688.98,0.6890
143,6,0,person,126.83,485.58,181.44,682.35,0.4769
143,5,0,person,19.11,473.09,82.69,673.19,0.6960
143,13,0,person,491.18,467.29,565.08,697.72,0.7822
143,11,0,person,230.99,490.96,283.15,608.79,0.4622
143,9,0,person,165.54,485.07,218.02,632.70,0.4744
144,1,0,person,261.71,302.54,478.03,895.81,0.8714
144,2,0,person,622.64,359.37,803.41,837.47,0.8562
144,3,0,person,74.30,446.09,151.77,689.83,0.6749
144,6,0,person,128.01,486.84,181.33,681.68,0.5261
144,5,0,person,18.87,473.69,80.90,674.21,0.6650
144,13,0,person,491.18,467.00,565.49,697.93,0.7882
144,9,0,person,167.25,482.08,217.81,633.21,0.4519
145,1,0,person,264.28,311.49,483.83,894.63,0.8850
145,2,0,person,623.68,364.23,800.92,835.66,0.8577
145,3,0,person,73.38,447.46,152.71,689.58,0.6575
145,6,0,person,127.97,489.10,181.38,681.14,0.5718
145,5,0,person,19.02,474.10,80.58,674.92,0.6635
145,13,0,person,490.81,465.84,565.70,698.49,0.7860
145,9,0,person,168.66,480.91,217.98,633.19,0.4640
145,11,0,person,232.22,487.60,278.35,608.19,0.4519
146,1,0,person,266.36,317.70,488.32,895.64,0.8819
146,2,0,person,625.74,365.67,799.42,838.01,0.8479
146,3,0,person,73.27,446.54,154.35,689.84,0.6786
146,6,0,person,128.87,488.12,181.04,681.01,0.5495
146,5,0,person,18.05,474.74,81.44,673.22,0.6774
146,13,0,person,490.37,465.34,567.69,700.40,0.7965
146,9,0,person,169.29,480.79,219.50,630.21,0.4764
146,11,0,person,232.14,485.48,277.11,608.31,0.4993
147,1,0,person,268.55,315.23,489.99,895.26,0.8848
147,2,0,person,625.17,367.60,798.27,838.00,0.8420
147,3,0,person,74.19,448.28,155.89,689.86,0.6733
147,6,0,person,129.87,487.11,180.38,678.73,0.5001
147,5,0,person,17.45,474.65,81.71,670.67,0.7025
147,13,0,person,490.06,465.37,568.63,700.51,0.7948
147,9,0,person,168.72,481.28,218.35,628.45,0.4694
147,11,0,person,231.72,481.34,276.20,607.17,0.3825
148,1,0,person,270.93,306.91,483.29,893.22,0.8785
148,2,0,person,625.19,367.57,797.79,837.04,0.8419
148,3,0,person,73.54,446.80,156.26,689.79,0.6563
148,6,0,person,131.52,486.27,179.88,676.71,0.5028
148,5,0,person,16.59,473.98,81.56,671.08,0.6510
148,13,0,person,489.11,464.82,568.72,699.32,0.7917
148,9,0,person,168.65,482.96,217.71,627.88,0.4562
148,11,0,person,230.17,479.65,276.49,607.06,0.4753
149,1,0,person,274.70,302.53,478.53,889.59,0.8746
149,2,0,person,624.31,366.88,797.42,835.72,0.8436
149,3,0,person,71.97,448.13,155.57,692.03,0.6623
149,6,0,person,133.39,486.37,181.09,676.11,0.5441
149,5,0,person,16.83,474.27,80.35,671.80,0.6126
149,13,0,person,488.36,465.77,569.12,699.30,0.7954
149,9,0,person,170.81,483.59,217.59,627.83,0.4103
149,11,0,person,230.48,478.83,281.29,608.98,0.4550
150,1,0,person,277.02,302.08,478.67,890.16,0.8731
150,2,0,person,623.00,365.45,797.21,835.50,0.8379
150,3,0,person,70.51,448.64,155.72,691.58,0.6530
150,6,0,person,133.48,481.67,181.38,676.64,0.5307
150,5,0,person,14.43,474.79,79.46,673.43,0.5603
150,13,0,person,489.00,466.96,568.07,699.29,0.7904
150,9,0,person,172.11,486.98,216.07,627.54,0.4166
150,11,0,person,231.39,477.75,286.02,609.85,0.5437
151,1,0,person,278.66,302.20,478.35,881.36,0.8793
151,2,0,person,622.45,362.66,797.25,835.14,0.8379
151,3,0,person,70.61,450.32,156.87,691.19,0.6363
151,6,0,person,132.73,477.68,180.18,677.20,0.5026
151,5,0,person,13.33,475.35,78.62,676.54,0.6036
151,13,0,person,489.54,467.70,567.23,699.29,0.7823
151,9,0,person,170.64,485.42,215.62,628.30,0.3706
151,11,0,person,233.42,478.89,286.26,609.15,0.4435
152,1,0,person,276.18,301.65,481.03,882.85,0.8782
152,2,0,person,621.95,357.46,797.69,836.03,0.8342
152,3,0,person,68.97,447.92,158.56,691.23,0.6521
152,6,0,person,132.78,476.58,179.82,678.50,0.4048
152,5,0,person,10.15,473.26,76.44,681.65,0.6304
152,13,0,person,489.98,468.92,566.80,699.46,0.7749
152,11,0,person,233.08,479.80,286.00,610.20,0.4603
153,1,0,person,272.33,303.26,479.25,886.07,0.8742
153,2,0,person,620.82,356.57,798.34,836.23,0.8386
153,3,0,person,68.11,448.56,160.79,689.95,0.6366
153,5,0,person,7.12,473.72,69.45,683.39,0.5132
153,13,0,person,490.72,470.21,566.66,699.43,0.7643
153,11,0,person,233.31,483.35,281.06,609.41,0.3830
153,9,0,person,162.77,482.19,214.15,631.38,0.4193
154,1,0,person,267.28,306.01,475.20,887.09,0.8674
154,2,0,person,618.80,352.55,799.42,838.22,0.8341
154,3,0,person,68.73,449.47,159.87,689.21,0.6227
154,5,0,person,12.38,473.47,77.80,681.68,0.4567
154,13,0,person,492.06,471.39,566.40,699.44,0.7363
154,11,0,person,232.40,483.18,276.60,609.12,0.3915
154,9,0,person,160.07,479.81,213.44,632.42,0.5745
155,1,0,person,263.19,314.60,470.17,886.92,0.8771
155,2,0,person,619.37,349.90,800.65,838.10,0.8424
155,3,0,person,68.95,450.31,156.81,690.26,0.6484
155,5,0,person,7.67,472.06,68.52,686.62,0.5386
155,13,0,person,492.54,470.82,567.12,701.13,0.7439
155,11,0,person,230.96,479.97,272.97,609.20,0.3727
155,9,0,person,159.46,478.89,211.77,632.73,0.5613
155,6,0,person,137.01,483.47,198.54,676.78,0.3850
156,1,0,person,261.83,322.28,467.05,887.38,0.8933
156,2,0,person,622.79,349.94,800.34,838.61,0.8369
156,3,0,person,69.36,448.14,154.54,690.39,0.6559
156,5,0,person,4.65,469.82,69.84,687.80,0.5704
156,13,0,person,492.24,468.55,566.75,702.56,0.7697
156,11,0,person,229.70,477.53,269.57,608.91,0.3684
156,9,0,person,160.71,479.67,212.16,630.66,0.4744
156,6,0,person,134.41,487.80,185.95,676.61,0.4479
157,1,0,person,262.67,311.59,465.70,887.78,0.8821
157,2,0,person,627.93,352.64,800.67,836.97,0.8334
157,3,0,person,69.46,445.96,152.85,689.95,0.6580
157,5,0,person,3.72,467.33,71.67,687.38,0.6191
157,13,0,person,492.13,467.78,566.54,702.92,0.7714
157,9,0,person,162.52,478.80,211.03,631.53,0.4810
157,6,0,person,132.53,486.29,180.29,678.39,0.4486
158,1,0,person,266.33,303.18,467.39,886.63,0.8618
158,2,0,person,630.01,355.28,802.35,835.64,0.8380
158,3,0,person,71.17,443.84,152.96,689.83,0.6831
158,5,0,person,5.14,466.25,72.86,686.24,0.6246
158,13,0,person,492.16,466.95,566.08,701.03,0.7816
158,9,0,person,163.25,477.70,210.94,631.28,0.4297
158,6,0,person,132.38,481.10,178.65,680.17,0.4599
158,11,0,person,231.70,477.06,272.87,608.30,0.4220
159,1,0,person,264.95,300.33,466.84,885.19,0.8697
159,2,0,person,630.13,358.27,803.23,834.90,0.8407
159,3,0,person,72.76,444.32,153.52,690.19,0.6738
159,5,0,person,4.45,465.88,72.19,685.88,0.6243
159,13,0,person,491.64,466.51,565.72,699.61,0.7871
159,9,0,person,166.50,479.85,210.38,630.38,0.4223
159,6,0,person,134.19,485.86,177.66,682.02,0.4325
160,1,0,person,260.38,300.39,467.50,877.58,0.8653
160,2,0,person,630.38,361.49,805.07,834.38,0.8399
160,3,0,person,72.69,443.85,155.15,690.90,0.6955
160,5,0,person,4.65,465.55,73.27,685.53,0.6384
160,13,0,person,491.42,466.31,565.44,698.76,0.7956
160,9,0,person,163.99,479.23,210.65,631.09,0.4460
160,21,0,person,413.75,455.43,478.42,700.47,0.4939
161,1,0,person,259.62,298.84,466.29,873.92,0.8586
161,2,0,person,631.59,364.00,807.03,833.83,0.8502
161,3,0,person,70.72,445.63,156.44,690.72,0.7213
161,5,0,person,5.24,464.92,69.39,686.04,0.5843
161,13,0,person,491.63,465.68,565.22,698.55,0.7912
161,9,0,person,162.01,479.50,211.25,632.36,0.4404
161,21,0,person,413.49,452.05,481.75,701.04,0.4688
161,11,0,person,233.17,485.71,281.82,608.64,0.3731
162,1,0,person,257.58,307.19,466.46,873.89,0.8661
162,2,0,person,632.18,366.56,808.20,833.90,0.8617
162,3,0,person,70.57,445.14,159.08,691.06,0.7318
162,5,0,person,4.79,465.00,68.51,689.16,0.5418
162,13,0,person,491.16,464.95,564.86,698.35,0.7873
162,9,0,person,159.66,482.53,209.18,632.42,0.3918
163,1,0,person,257.94,322.62,467.92,873.76,0.8662
163,2,0,person,631.13,369.60,809.98,834.40,0.8649
163,3,0,person,69.37,445.07,160.85,692.35,0.7138
163,5,0,person,6.02,468.28,74.26,686.13,0.5816
163,13,0,person,491.38,464.89,564.88,698.18,0.7893
163,9,0,person,158.23,483.58,206.32,631.40,0.4087
164,1,0,person,260.76,333.09,466.75,873.96,0.8860
164,2,0,person,631.11,369.18,811.23,833.69,0.8731
164,3,0,person,70.41,444.85,161.75,692.39,0.7027
164,5,0,person,5.65,466.33,66.99,684.75,0.5015
164,13,0,person,491.31,465.20,564.72,698.92,0.7910
164,9,0,person,157.22,480.80,206.35,631.71,0.4249
165,1,0,person,263.34,337.67,466.51,874.00,0.8736
165,2,0,person,633.27,368.69,811.63,834.26,0.8702
165,3,0,person,70.93,448.14,165.12,693.18,0.6915
165,5,0,person,4.55,466.13,64.01,685.45,0.5453
165,13,0,person,491.08,465.82,564.64,698.74,0.7952
165,9,0,person,156.90,478.93,205.35,631.05,0.3928
165,11,0,person,236.25,490.91,281.90,608.12,0.3789
166,1,0,person,266.25,339.16,466.47,872.98,0.8762
166,2,0,person,634.56,368.86,813.04,832.80,0.8294
166,3,0,person,71.10,453.16,167.22,696.01,0.6687
166,5,0,person,4.84,466.69,64.27,686.34,0.5409
166,13,0,person,491.09,466.40,564.49,697.57,0.7993
166,9,0,person,159.35,475.70,207.03,629.80,0.4603
167,1,0,person,269.16,330.31,466.83,873.47,0.8612
167,2,0,person,636.56,368.12,814.81,831.56,0.8566
167,3,0,person,71.17,454.42,167.93,696.48,0.6887
167,5,0,person,4.55,468.95,67.04,687.07,0.6093
167,13,0,person,491.18,467.07,564.95,696.21,0.8051
167,9,0,person,159.62,473.67,207.88,628.04,0.4199
167,21,0,person,411.03,436.64,484.75,699.98,0.3736
167,11,0,person,235.76,494.08,282.52,610.39,0.3865
168,1,0,person,271.49,329.85,465.66,870.64,0.8727
168,2,0,person,636.91,366.63,815.31,831.28,0.8501
168,3,0,person,69.97,453.21,167.12,696.95,0.6721
168,5,0,person,5.10,473.60,72.10,683.82,0.5996
168,13,0,person,490.87,466.93,565.17,695.86,0.8013
168,9,0,person,156.50,473.34,208.18,628.32,0.3814
168,21,0,person,409.82,436.55,484.95,699.70,0.3507
168,11,0,person,235.94,494.55,283.22,609.81,0.3595
169,1,0,person,273.98,327.98,463.62,863.46,0.8797
169,2,0,person,636.37,363.14,815.95,830.57,0.8450
169,3,0,person,70.70,451.18,166.41,696.37,0.6943
169,5,0,person,5.54,475.30,74.52,681.31,0.6105
169,13,0,person,490.18,467.62,564.79,695.82,0.7830
169,11,0,person,235.85,488.51,284.48,610.03,0.4013
170,1,0,person,275.65,326.84,463.63,861.41,0.8788
170,2,0,person,635.94,357.26,817.49,830.16,0.8552
170,3,0,person,72.12,450.70,167.18,694.23,0.6895
170,5,0,person,4.11,474.91,73.99,681.00,0.6201
170,13,0,person,489.28,468.40,564.48,696.64,0.7720
170,11,0,person,236.16,484.06,285.26,610.26,0.4589
171,1,0,person,275.88,331.32,463.29,860.32,0.8763
171,2,0,person,637.09,353.60,817.85,830.50,0.8624
171,3,0,person,76.73,449.26,168.19,691.64,0.6889
171,5,0,person,3.68,471.28,70.69,683.37,0.6193
171,13,0,person,488.39,468.80,564.47,697.83,0.7806
171,11,0,person,236.83,488.81,287.86,608.98,0.4459
171,21,0,person,408.55,443.50,482.94,698.22,0.3616
172,1,0,person,272.19,337.22,461.26,860.07,0.8828
172,2,0,person,637.31,352.09,819.10,829.64,0.8587
172,3,0,person,79.58,446.80,170.52,691.29,0.6886
172,5,0,person,4.50,468.47,64.94,681.70,0.5096
172,13,0,person,487.52,469.74,564.86,698.84,0.7753
172,21,0,person,408.07,443.31,483.37,698.32,0.3948
173,1,0,person,268.54,341.28,456.60,860.80,0.8828
173,2,0,person,635.38,352.34,820.15,829.08,0.8608
173,3,0,person,79.88,443.85,168.93,689.48,0.7232
173,5,0,person,8.73,468.97,78.45,680.52,0.4916
173,13,0,person,485.98,470.17,564.47,699.04,0.7387
173,21,0,person,410.50,451.62,480.85,697.96,0.3568
173,11,0,person,235.99,495.23,280.24,609.53,0.3739
174,1,0,person,266.37,343.99,451.67,858.39,0.8826
174,2,0,person,632.88,353.05,821.22,829.03,0.8494
174,3,0,person,80.89,443.50,172.29,689.89,0.7226
174,5,0,person,13.55,469.16,84.53,679.70,0.4841
174,13,0,person,485.90,468.48,563.86,699.22,0.7054
174,21,0,person,413.04,448.52,483.20,694.39,0.4099
174,11,0,person,233.98,492.27,278.35,610.70,0.3900
175,1,0,person,265.19,343.40,448.02,861.81,0.8753
175,2,0,person,634.82,357.18,821.97,829.08,0.8316
175,3,0,person,81.09,442.36,170.76,690.71,0.7008
175,5,0,person,16.90,469.69,86.91,679.84,0.4379
175,13,0,person,484.69,467.44,564.38,698.87,0.6825
175,21,0,person,414.49,447.50,483.62,692.51,0.4898
175,9,0,person,154.82,471.11,201.01,628.54,0.4315
176,1,0,person,264.83,341.60,445.11,862.60,0.8835
176,2,0,person,638.82,361.73,822.91,829.24,0.8057
176,3,0,person,81.51,443.25,169.62,692.86,0.6964
176,5,0,person,7.84,465.18,71.43,684.31,0.5216
176,13,0,person,484.17,466.67,563.41,696.82,0.6613
176,21,0,person,415.69,447.55,483.64,692.89,0.5405
176,9,0,person,156.87,471.20,201.89,626.70,0.4390
176,11,0,person,235.65,500.35,279.57,609.24,0.3623
177,1,0,person,263.27,335.31,442.97,861.36,0.8796
177,2,0,person,637.73,364.95,823.32,829.96,0.7866
177,3,0,person,80.44,442.57,170.09,692.16,0.6830
177,5,0,person,4.80,464.09,67.46,684.00,0.5295
177,13,0,person,482.30,465.78,563.02,695.43,0.6510
177,21,0,person,416.64,450.99,483.79,693.52,0.5503
177,9,0,person,157.27,470.28,203.18,626.50,0.4376
178,1,0,person,258.02,331.88,440.85,859.20,0.8762
178,2,0,person,644.29,365.17,822.61,827.37,0.7842
178,3,0,person,81.61,443.45,174.74,692.37,0.7382
178,5,0,person,2.83,463.56,69.56,683.54,0.5677
178,13,0,person,481.28,464.66,562.38,695.70,0.6676
178,21,0,person,415.50,450.85,482.28,694.01,0.5369
178,9,0,person,160.52,470.27,205.44,629.35,0.3608
179,1,0,person,254.02,331.94,440.55,852.50,0.8596
179,2,0,person,648.70,365.61,822.05,825.83,0.7843
179,3,0,person,83.76,445.69,175.93,690.91,0.6874
179,5,0,person,3.26,463.36,71.89,685.08,0.6093
179,13,0,person,481.45,463.98,563.20,696.47,0.6789
179,21,0,person,414.90,451.00,482.29,695.02,0.5317
179,23,0,person,602.59,403.07,708.64,784.82,0.4259
180,1,0,person,249.12,336.15,441.51,851.31,0.8588
180,2,0,person,649.73,365.86,821.14,825.18,0.7783
180,3,0,person,83.54,448.21,181.56,688.59,0.6663
180,5,0,person,3.63,463.85,70.57,686.31,0.5973
180,13,0,person,480.68,463.81,562.97,697.43,0.6698
180,21,0,person,414.16,451.48,481.41,696.85,0.5257
180,23,0,person,600.83,403.50,706.80,787.12,0.4579
181,1,0,person,248.71,340.81,445.05,850.69,0.8741
181,2,0,person,649.50,365.20,820.68,824.51,0.7799
181,3,0,person,82.53,450.92,186.13,689.22,0.7135
181,5,0,person,5.08,467.20,81.00,690.23,0.6636
181,13,0,person,479.70,464.25,561.43,698.75,0.6864
181,21,0,person,414.63,454.59,480.10,698.63,0.4822
181,23,0,person,602.22,400.80,706.09,791.37,0.4713
182,1,0,person,249.86,346.48,449.28,850.29,0.8819
182,2,0,person,649.57,364.46,819.72,823.08,0.7759
182,3,0,person,81.12,453.92,185.52,691.85,0.7344
182,5,0,person,5.56,469.33,84.24,691.88,0.7169
182,13,0,person,480.08,464.93,560.87,698.53,0.6854
182,21,0,person,414.64,448.56,483.58,702.24,0.4748
182,23,0,person,601.46,399.31,704.29,789.74,0.4215
183,1,0,person,255.26,350.63,452.49,849.76,0.8782
183,2,0,person,649.46,364.30,818.26,823.04,0.8129
183,3,0,person,83.72,456.12,177.96,692.18,0.6752
183,5,0,person,7.03,471.12,85.17,692.84,0.6861
183,13,0,person,480.90,465.79,559.79,697.80,0.6635
183,21,0,person,413.62,447.05,485.25,704.22,0.4565
183,23,0,person,592.95,392.51,704.94,805.37,0.5651
183,9,0,person,160.28,471.32,208.49,640.55,0.3810
184,1,0,person,259.59,352.25,451.40,850.34,0.8681
184,2,0,person,651.84,363.31,818.02,822.99,0.8139
184,3,0,person,84.30,457.07,172.24,693.04,0.6865
184,5,0,person,6.08,469.52,83.30,695.65,0.6449
184,13,0,person,480.75,466.37,560.17,695.89,0.6676
184,21,0,person,413.92,452.74,482.65,702.33,0.4647
184,23,0,person,594.72,396.79,705.78,799.39,0.5578
184,9,0,person,159.92,470.41,208.37,642.91,0.3603
184,11,0,person,240.62,503.10,283.06,609.53,0.3619
185,1,0,person,264.57,349.54,450.91,850.91,0.8730
185,2,0,person,650.70,362.60,818.68,821.98,0.8302
185,3,0,person,85.41,456.79,172.95,693.22,0.6810
185,5,0,person,4.75,470.10,83.03,694.80,0.6647
185,13,0,person,481.02,466.40,560.79,695.57,0.6752
185,21,0,person,411.77,447.16,485.12,702.93,0.4620
185,23,0,person,595.16,405.03,706.14,794.94,0.5629
185,11,0,person,240.09,498.25,283.29,610.14,0.4019
186,1,0,person,269.75,346.20,454.43,848.86,0.8723
186,2,0,person,648.99,363.99,819.73,822.03,0.8120
186,3,0,person,87.21,455.80,171.40,693.72,0.6768
186,5,0,person,4.56,467.89,83.09,693.88,0.6300
186,13,0,person,481.11,465.66,560.89,695.62,0.6847
186,21,0,person,405.44,444.54,482.92,701.52,0.4566
186,23,0,person,592.31,398.11,706.25,807.12,0.6214
186,11,0,person,239.12,491.08,285.45,609.70,0.5009
187,1,0,person,274.36,343.91,456.06,847.97,0.8851
187,2,0,person,647.51,363.78,820.76,821.81,0.8088
187,3,0,person,88.25,455.30,170.56,695.00,0.6537
187,5,0,person,4.58,469.31,83.86,693.94,0.6682
187,13,0,person,481.36,466.11,561.07,695.93,0.7338
187,21,0,person,403.28,451.27,480.55,700.25,0.4935
187,23,0,person,594.02,413.08,707.19,799.92,0.5707
187,11,0,person,237.45,485.74,286.99,608.62,0.4041
188,1,0,person,277.84,343.36,458.86,839.14,0.8855
188,2,0,person,647.14,363.27,821.96,821.98,0.8082
188,3,0,person,88.03,454.79,170.80,694.68,0.6554
188,5,0,person,4.08,468.45,83.97,694.95,0.6579
188,13,0,person,480.76,466.59,561.20,696.61,0.7402
188,21,0,person,405.21,459.25,479.28,697.41,0.4725
188,23,0,person,596.10,424.51,706.02,791.99,0.4889
188,11,0,person,237.39,481.29,287.93,607.29,0.3592
189,1,0,person,279.45,344.58,457.96,840.55,0.8805
189,2,0,person,647.78,362.84,823.12,822.22,0.8093
189,3,0,person,88.42,455.21,174.32,692.59,0.6505
189,5,0,person,2.99,466.90,84.56,694.16,0.6999
189,13,0,person,480.24,466.84,560.80,697.87,0.7406
189,21,0,person,406.76,462.77,478.73,696.40,0.4940
189,23,0,person,595.90,437.78,709.23,796.45,0.4374
189,11,0,person,237.77,479.03,287.15,609.19,0.4086
190,1,0,person,277.98,350.06,457.61,842.65,0.8561
190,2,0,person,645.87,364.32,823.70,823.39,0.7850
190,3,0,person,87.81,453.71,175.61,690.65,0.6573
190,5,0,person,4.07,468.05,85.22,693.76,0.7262
190,13,0,person,479.96,467.14,560.16,699.80,0.7463
190,21,0,person,409.00,454.97,479.30,697.51,0.5362
190,23,0,person,595.65,438.46,712.98,800.18,0.3991
190,11,0,person,237.36,475.49,285.90,610.40,0.3944
191,1,0,person,276.65,353.50,454.13,843.31,0.8584
191,2,0,person,647.59,366.12,824.30,823.66,0.8058
191,3,0,person,86.59,451.02,181.00,691.07,0.7294
191,5,0,person,5.65,467.84,85.76,694.13,0.6900
191,13,0,person,479.87,467.71,560.09,700.01,0.7199
191,21,0,person,408.60,452.77,479.64,698.74,0.5119
191,23,0,person,590.12,420.75,715.27,808.76,0.5085
191,11,0,person,237.81,479.92,284.93,612.05,0.4598
192,1,0,person,274.40,355.61,448.50,844.35,0.8609
192,2,0,person,646.84,368.18,825.23,822.63,0.8015
192,3,0,person,86.95,449.50,186.17,692.15,0.7432
192,5,0,person,5.76,468.34,86.67,694.99,0.6715
192,13,0,person,480.58,467.83,559.95,698.60,0.7138
192,21,0,person,407.92,449.36,481.01,699.08,0.5659
192,23,0,person,586.55,417.43,713.04,811.14,0.5682
192,11,0,person,237.51,483.21,283.45,610.87,0.4218
193,1,0,person,273.71,356.18,444.45,844.52,0.8705
193,2,0,person,650.31,367.50,826.35,823.58,0.8004
193,3,0,person,86.50,449.02,189.05,694.83,0.7648
193,5,0,person,6.53,469.35,87.53,694.91,0.6494
193,13,0,person,481.04,467.65,559.47,698.28,0.6897
193,21,0,person,410.37,446.13,482.44,699.21,0.5506
193,23,0,person,593.80,415.26,710.33,799.37,0.4752
193,11,0,person,236.16,483.94,283.38,611.88,0.5132
194,1,0,person,273.60,356.37,441.32,843.55,0.8761
194,2,0,person,654.13,367.12,827.30,823.79,0.8113
194,3,0,person,85.99,451.91,186.82,697.13,0.7492
194,5,0,person,4.99,466.02,83.23,695.03,0.6282
194,13,0,person,480.67,467.09,560.05,697.77,0.7162
194,21,0,person,410.24,449.11,481.87,695.72,0.5261
194,23,0,person,597.18,414.56,707.67,792.39,0.4801
194,11,0,person,235.42,479.95,283.48,612.65,0.4897
195,1,0,person,274.72,354.87,440.12,843.12,0.8805
195,2,0,person,659.58,368.54,829.13,824.14,0.8029
195,3,0,person,85.31,453.75,187.09,699.15,0.7700
195,5,0,person,3.80,465.45,80.54,695.28,0.6259
195,13,0,person,480.95,466.80,561.18,697.20,0.7225
195,21,0,person,410.63,447.89,481.53,695.79,0.5978
195,23,0,person,599.36,406.22,711.07,791.52,0.5023
195,11,0,person,236.20,486.22,283.80,612.45,0.4635
196,1,0,person,271.41,351.48,438.60,841.92,0.8742
196,2,0,person,659.78,370.58,829.68,823.21,0.8179
196,3,0,person,85.85,455.50,188.76,699.55,0.7537
196,5,0,person,5.37,464.03,78.76,698.00,0.5582
196,13,0,person,481.13,466.32,561.96,697.53,0.7037
196,21,0,person,411.03,446.89,481.58,695.98,0.6315
196,23,0,person,594.65,404.06,709.64,799.20,0.5822
197,1,0,person,269.57,348.81,437.87,834.50,0.8721
197,2,0,person,659.30,374.14,830.42,823.18,0.8320
197,3,0,person,86.15,456.05,190.58,699.22,0.7692
197,5,0,person,6.94,459.80,76.26,699.19,0.5552
197,13,0,person,481.32,466.11,560.83,697.42,0.7024
197,21,0,person,410.66,445.79,482.38,697.07,0.5860
197,23,0,person,594.76,399.20,710.92,801.64,0.6733
197,11,0,person,236.35,495.40,283.52,610.27,0.4136
198,1,0,person,268.50,350.41,438.55,831.54,0.8752
198,2,0,person,660.84,373.96,830.81,822.62,0.8492
198,3,0,person,88.08,456.23,192.29,700.02,0.7832
198,5,0,person,3.12,463.66,76.48,697.13,0.6254
198,13,0,person,481.32,465.94,561.16,697.81,0.6921
198,21,0,person,411.05,446.23,482.43,697.42,0.5751
198,23,0,person,595.71,395.70,709.00,802.26,0.6776
199,1,0,person,267.97,354.41,439.82,833.43,0.8807
199,2,0,person,661.87,372.85,831.30,821.60,0.8466
199,3,0,person,89.05,454.59,193.69,700.26,0.8009
199,5,0,person,2.46,465.66,81.00,696.65,0.6019
199,13,0,person,479.51,466.16,561.53,697.54,0.6890
199,21,0,person,413.25,444.77,482.34,697.54,0.4955
199,23,0,person,594.12,394.42,706.61,801.60,0.7161
200,1,0,person,269.41,362.08,443.98,833.28,0.8647
200,2,0,person,667.26,370.55,832.08,823.20,0.8372
200,3,0,person,88.86,455.33,193.40,700.86,0.8042
200,5,0,person,5.61,465.39,78.46,699.44,0.6195
200,13,0,person,479.36,467.05,561.89,695.86,0.6787
200,21,0,person,413.70,442.81,482.56,698.02,0.5133
200,23,0,person,596.78,393.60,707.76,793.22,0.7062
200,11,0,person,234.18,478.25,286.40,614.03,0.3785
201,1,0,person,271.18,368.45,446.81,833.29,0.8650
201,2,0,person,669.13,367.86,832.65,819.84,0.8363
201,3,0,person,89.18,454.76,193.49,700.20,0.8109
201,5,0,person,2.91,468.13,82.77,697.65,0.6449
201,13,0,person,480.22,467.93,562.32,694.09,0.6941
201,21,0,person,412.01,441.54,483.36,696.57,0.5363
201,23,0,person,595.35,398.57,709.55,795.52,0.7107
202,1,0,person,274.34,370.56,448.47,833.66,0.8618
202,2,0,person,669.15,365.86,833.58,817.91,0.8383
202,3,0,person,89.98,454.81,194.09,699.58,0.8048
202,5,0,person,2.01,469.44,84.87,695.74,0.6684
202,13,0,person,480.46,468.26,562.01,693.54,0.6740
202,21,0,person,410.38,441.99,483.73,697.36,0.4596
202,23,0,person,594.84,401.62,709.72,794.20,0.7050
202,11,0,person,234.67,473.39,286.29,612.50,0.4165
203,1,0,person,277.58,368.69,448.78,834.16,0.8652
203,2,0,person,670.69,364.29,834.12,816.86,0.8374
203,3,0,person,90.32,452.96,195.95,693.94,0.8002
203,5,0,person,2.69,468.00,86.65,693.75,0.6460
203,13,0,person,478.90,468.88,563.19,692.94,0.6496
203,21,0,person,410.39,441.77,484.47,699.94,0.4322
203,23,0,person,595.52,403.26,709.25,793.52,0.6514
203,11,0,person,236.61,480.31,285.25,612.44,0.5229
204,1,0,person,280.60,363.18,448.53,833.04,0.8661
204,2,0,person,672.05,362.68,834.98,817.32,0.8348
204,3,0,person,91.67,451.27,194.74,693.08,0.8192
204,5,0,person,3.61,467.51,88.43,690.15,0.6993
204,13,0,person,478.70,469.96,563.35,693.36,0.6766
204,21,0,person,409.43,453.53,482.41,698.28,0.4090
204,23,0,person,598.58,401.19,708.57,790.83,0.6900
204,11,0,person,238.46,482.75,286.55,613.01,0.5472
205,1,0,person,283.02,356.89,449.02,832.03,0.8526
205,2,0,person,674.39,361.51,836.37,818.45,0.8286
205,3,0,person,92.39,449.79,193.85,692.52,0.8083
205,5,0,person,3.59,466.24,87.73,690.24,0.6871
205,13,0,person,479.04,471.93,562.54,693.53,0.6384
205,21,0,person,407.56,462.04,481.43,698.35,0.4115
205,23,0,person,599.02,402.76,709.11,788.96,0.6990
205,11,0,person,240.02,482.81,289.67,612.61,0.5308
206,1,0,person,285.22,353.85,450.56,823.51,0.8628
206,2,0,person,678.81,360.61,836.93,818.16,0.8350
