frame_id,subject_id,class_id,class_name,x1,y1,x2,y2,confidence
16,1,0,person,159.99,134.48,628.98,1070.07,0.9252
16,2,0,person,628.67,337.79,830.40,892.03,0.8902
16,3,0,person,72.88,451.15,155.52,678.57,0.6471
16,4,0,person,0.40,453.58,42.51,668.97,0.6979
16,6,0,person,144.88,465.22,204.37,661.81,0.4524
16,5,0,person,34.57,470.91,76.15,647.55,0.4491
17,1,0,person,170.89,139.19,627.70,1070.81,0.9333
17,2,0,person,626.94,337.86,830.64,892.47,0.8885
17,3,0,person,72.33,453.27,154.27,678.06,0.6601
17,4,0,person,0.34,454.33,42.36,670.51,0.6919
17,6,0,person,143.41,468.62,200.98,664.03,0.5864
17,5,0,person,35.63,470.26,74.59,650.84,0.4432
18,1,0,person,180.42,136.12,624.04,1070.50,0.9339
18,2,0,person,622.99,337.54,831.64,891.68,0.8805
18,3,0,person,72.89,455.53,152.98,676.68,0.6807
18,4,0,person,0.43,455.44,42.48,669.60,0.6953
18,6,0,person,145.68,480.58,201.24,664.17,0.7018
18,5,0,person,35.76,469.80,77.26,649.32,0.4585
19,1,0,person,189.36,127.64,621.92,1070.37,0.9313
19,2,0,person,617.54,336.38,832.33,890.02,0.8816
19,3,0,person,69.99,456.04,151.86,676.57,0.7519
19,4,0,person,0.28,458.83,41.83,669.00,0.7086
19,6,0,person,146.46,479.91,204.18,663.53,0.6381
19,5,0,person,35.47,469.55,75.49,643.79,0.4567
20,1,0,person,201.50,122.23,621.07,1071.44,0.9317
20,2,0,person,614.80,334.76,832.82,888.93,0.8833
20,3,0,person,69.74,457.36,152.30,675.77,0.7265
20,4,0,person,0.37,461.30,41.74,669.57,0.6926
20,6,0,person,146.22,477.47,204.10,662.83,0.5731
20,5,0,person,35.27,471.27,74.53,636.87,0.4816
21,1,0,person,208.58,119.68,620.50,1071.39,0.9302
21,2,0,person,610.15,333.15,832.63,887.02,0.8629
21,3,0,person,68.42,460.02,151.51,675.95,0.6975
21,4,0,person,0.24,462.33,41.95,670.75,0.6956
21,6,0,person,144.04,474.31,200.50,664.64,0.6570
21,5,0,person,35.04,471.60,73.26,638.99,0.4159
22,1,0,person,214.33,123.87,619.26,1071.65,0.9387
22,2,0,person,605.73,331.08,832.34,886.20,0.8679
22,3,0,person,83.79,468.38,152.14,673.48,0.6303
22,4,0,person,0.40,462.64,42.54,673.91,0.6759
22,6,0,person,143.13,473.97,197.57,667.79,0.6567
23,1,0,person,215.15,133.23,615.19,1071.42,0.9352
23,2,0,person,604.09,330.03,830.81,885.57,0.8739
23,3,0,person,88.96,466.41,153.43,672.51,0.5995
23,4,0,person,0.09,466.53,43.20,674.94,0.6091
23,6,0,person,142.45,473.30,198.29,668.10,0.6059
23,7,0,person,60.32,478.26,106.29,657.42,0.4197
24,1,0,person,214.29,148.66,611.74,1073.13,0.9398
24,2,0,person,603.30,329.97,831.95,885.46,0.8700
24,3,0,person,88.08,458.51,156.41,672.06,0.6758
24,4,0,person,0.15,470.89,43.49,675.58,0.5857
24,6,0,person,141.97,472.43,198.15,667.61,0.6320
25,1,0,person,209.99,159.59,605.27,1073.03,0.9282
25,2,0,person,603.47,331.20,831.99,886.29,0.8562
25,3,0,person,79.83,454.30,156.81,671.83,0.7141
25,4,0,person,0.00,474.20,41.48,674.58,0.5705
25,6,0,person,140.08,470.14,196.14,667.40,0.6911
26,1,0,person,209.74,166.96,595.59,1072.42,0.9308
26,2,0,person,601.35,332.32,832.74,886.93,0.8684
26,3,0,person,82.46,451.46,153.24,673.86,0.6417
26,4,0,person,0.04,478.08,41.37,675.08,0.5569
26,6,0,person,139.85,470.89,195.67,667.30,0.6223
27,1,0,person,211.61,166.80,587.51,1073.20,0.9267
27,2,0,person,597.08,333.88,833.99,887.00,0.8502
27,3,0,person,80.70,450.41,154.83,673.02,0.7015
27,4,0,person,0.00,476.97,39.29,674.90,0.5020
27,6,0,person,140.90,475.63,194.88,665.97,0.6473
27,8,0,person,746.54,373.41,841.25,853.39,0.5584
27,5,0,person,35.56,475.39,85.03,664.68,0.3905
28,1,0,person,209.46,158.33,581.86,1073.31,0.9197
28,2,0,person,597.32,337.24,828.99,887.26,0.8216
28,3,0,person,81.74,453.93,155.81,672.98,0.7271
28,4,0,person,0.00,475.83,38.86,675.69,0.5533
28,6,0,person,140.65,480.03,199.72,666.55,0.6507
28,8,0,person,744.95,371.03,842.98,853.44,0.6126
28,5,0,person,37.91,473.88,87.48,666.84,0.4459
29,1,0,person,203.84,150.11,578.32,1074.12,0.9198
29,2,0,person,596.94,339.11,830.96,887.89,0.7767
29,3,0,person,78.73,464.66,153.57,672.34,0.6592
29,4,0,person,0.00,476.90,36.10,674.37,0.5201
29,6,0,person,140.60,481.73,202.70,667.53,0.6522
29,8,0,person,735.40,366.74,844.38,855.11,0.5528
29,5,0,person,37.89,474.36,87.79,665.65,0.3822
30,1,0,person,197.25,143.73,577.78,1073.16,0.9219
30,2,0,person,596.82,341.38,821.89,888.45,0.7943
30,3,0,person,78.58,462.95,152.60,672.01,0.6731
30,4,0,person,0.01,475.36,33.84,673.12,0.5498
30,6,0,person,140.73,481.17,202.89,667.81,0.5885
30,8,0,person,740.11,363.22,844.94,850.58,0.5935
30,5,0,person,38.57,472.74,89.33,670.85,0.4546
31,1,0,person,193.47,142.29,577.29,1072.13,0.9197
31,2,0,person,598.35,342.81,813.65,884.45,0.7514
31,3,0,person,79.45,461.38,152.13,672.64,0.6479
31,4,0,person,0.00,473.64,33.39,673.04,0.4902
31,6,0,person,138.68,473.23,203.34,668.03,0.6114
31,8,0,person,741.51,360.61,845.58,846.89,0.6068
31,5,0,person,38.91,472.54,90.22,672.50,0.4039
32,1,0,person,189.60,156.43,577.37,1071.60,0.9270
32,2,0,person,595.53,347.35,800.46,886.63,0.7789
32,3,0,person,79.23,453.40,150.65,675.89,0.6592
32,4,0,person,0.03,472.46,33.66,671.77,0.5222
32,6,0,person,138.01,467.40,197.05,668.37,0.5838
32,8,0,person,740.21,360.19,845.47,843.19,0.6657
32,5,0,person,36.13,471.20,84.07,673.93,0.4015
33,1,0,person,190.30,171.43,582.00,1071.56,0.9282
33,2,0,person,592.48,348.75,791.97,886.06,0.8118
33,3,0,person,75.94,451.03,153.41,674.47,0.6797
33,4,0,person,0.14,470.97,37.95,673.75,0.5063
33,6,0,person,138.48,465.15,197.08,668.81,0.5760
33,8,0,person,738.98,360.33,844.94,844.78,0.7234
33,5,0,person,34.92,470.15,80.95,676.25,0.4292
34,1,0,person,195.04,183.06,591.26,1072.57,0.9348
34,2,0,person,595.29,347.20,796.34,882.75,0.8090
34,3,0,person,78.37,454.60,155.13,673.18,0.6723
34,4,0,person,0.20,469.95,38.75,675.31,0.4951
34,6,0,person,137.29,464.24,197.92,668.91,0.6456
34,8,0,person,738.33,360.42,844.45,845.87,0.7355
34,5,0,person,33.68,470.30,84.19,677.51,0.4879
35,1,0,person,207.02,191.96,593.81,1071.10,0.9279
35,2,0,person,596.92,347.23,798.44,879.93,0.8118
35,3,0,person,78.72,457.40,154.84,672.01,0.6867
35,4,0,person,0.17,469.66,41.37,676.18,0.5338
35,6,0,person,136.30,465.17,191.97,667.22,0.6416
35,8,0,person,738.31,362.09,844.20,845.41,0.7347
35,5,0,person,33.41,471.16,85.59,676.63,0.4983
36,1,0,person,215.67,195.21,590.23,1071.44,0.9339
36,2,0,person,601.17,345.85,801.65,878.79,0.8256
36,3,0,person,81.52,456.27,154.49,671.65,0.6760
36,4,0,person,0.09,470.44,40.16,666.15,0.4468
36,6,0,person,135.49,465.66,188.04,666.53,0.6325
36,8,0,person,738.79,365.92,843.99,844.75,0.7167
36,5,0,person,33.64,472.67,87.35,675.52,0.5251
36,9,0,person,176.85,475.69,218.18,627.00,0.4948
37,1,0,person,220.20,191.53,586.28,1070.97,0.9352
37,2,0,person,603.48,342.79,804.36,875.37,0.8187
37,3,0,person,81.66,456.56,152.21,668.92,0.6868
37,4,0,person,0.16,471.44,40.74,670.93,0.4384
37,6,0,person,133.40,465.08,188.35,668.90,0.6154
37,8,0,person,738.99,368.07,844.11,849.12,0.7159
37,5,0,person,36.60,475.26,89.18,667.61,0.4097
37,9,0,person,177.84,477.88,220.44,624.15,0.4294
38,1,0,person,225.71,186.34,586.09,1071.30,0.9332
38,2,0,person,602.65,340.00,802.40,872.03,0.8059
38,3,0,person,81.79,456.76,152.56,669.30,0.6832
38,4,0,person,0.06,471.62,39.17,657.97,0.4425
38,6,0,person,133.79,467.47,186.75,667.53,0.6377
38,8,0,person,736.58,369.09,843.10,845.64,0.6836
38,9,0,person,177.72,475.60,219.73,623.55,0.4153
38,7,0,person,49.98,470.69,95.71,655.34,0.4688
39,1,0,person,232.38,179.79,582.46,1072.27,0.9267
39,2,0,person,601.92,337.24,800.02,870.69,0.8391
39,3,0,person,82.67,457.49,154.51,669.95,0.6701
39,4,0,person,0.00,472.79,39.65,650.43,0.4526
39,6,0,person,133.97,467.30,183.81,664.78,0.6546
39,8,0,person,738.77,372.04,843.49,855.46,0.6805
39,9,0,person,177.54,475.10,219.67,623.45,0.4952
39,5,0,person,34.97,477.91,91.23,664.85,0.5266
40,1,0,person,236.79,178.77,580.15,1073.93,0.9207
40,2,0,person,601.74,335.28,798.87,871.14,0.8261
40,3,0,person,83.82,456.31,155.67,670.89,0.6728
40,4,0,person,0.00,474.32,36.51,644.38,0.3934
40,6,0,person,135.87,469.02,182.00,663.56,0.6314
40,8,0,person,736.14,375.30,841.92,847.94,0.6270
40,9,0,person,177.50,476.51,219.81,620.93,0.5283
40,10,0,person,155.63,471.77,204.51,652.79,0.3735
40,5,0,person,33.71,478.44,90.91,667.66,0.5507
41,1,0,person,237.64,186.75,577.61,1073.38,0.9219
41,2,0,person,601.72,333.86,797.00,871.33,0.8238
41,3,0,person,83.93,455.51,156.64,671.17,0.6658
41,4,0,person,0.03,477.00,31.00,636.40,0.3778
41,6,0,person,136.71,468.23,182.24,664.60,0.6069
41,8,0,person,736.82,378.17,840.93,844.03,0.6337
41,9,0,person,177.82,479.45,218.97,619.23,0.4284
41,5,0,person,34.13,479.12,90.22,664.72,0.5301
41,11,0,person,233.92,458.90,300.15,710.04,0.3629
42,1,0,person,230.42,194.52,574.19,1073.78,0.9287
42,2,0,person,600.63,333.81,793.55,872.05,0.8065
42,3,0,person,83.34,453.38,156.44,670.88,0.6791
42,4,0,person,0.02,478.15,29.44,632.09,0.3572
42,6,0,person,137.52,474.24,180.44,664.46,0.6232
42,8,0,person,738.93,381.88,840.32,842.07,0.6168
42,9,0,person,176.07,477.57,219.58,620.49,0.4975
42,5,0,person,34.93,478.46,90.81,663.70,0.5666
43,1,0,person,225.28,204.27,568.44,1073.93,0.9371
43,2,0,person,602.68,334.66,792.41,871.30,0.8255
43,3,0,person,82.06,450.38,156.89,670.59,0.6780
43,4,0,person,0.05,476.97,26.97,631.01,0.3770
43,6,0,person,139.31,470.67,180.76,662.81,0.5974
43,8,0,person,742.58,383.71,839.81,841.01,0.6531
43,9,0,person,176.38,474.88,220.11,622.33,0.4337
43,5,0,person,35.57,476.11,90.77,670.48,0.5354
44,1,0,person,222.26,210.97,561.15,1073.24,0.9259
44,2,0,person,603.43,336.26,790.26,870.42,0.8244
44,3,0,person,79.08,448.97,156.95,672.01,0.6979
44,6,0,person,139.83,466.63,182.92,660.17,0.5899
44,8,0,person,740.93,382.68,839.95,839.94,0.6591
44,9,0,person,177.40,473.26,221.89,622.87,0.4973
44,5,0,person,36.65,473.38,90.54,674.66,0.5633
45,1,0,person,219.26,209.49,558.81,1073.93,0.9324
45,2,0,person,602.93,339.19,787.19,872.12,0.8440
45,3,0,person,79.37,448.45,156.21,672.65,0.7217
45,6,0,person,141.09,466.83,183.94,658.78,0.6227
45,8,0,person,738.84,380.78,839.75,840.63,0.6592
45,9,0,person,177.95,473.81,222.54,619.42,0.5255
45,5,0,person,37.04,471.62,91.21,676.59,0.5383
45,12,0,person,0.22,472.22,44.08,669.14,0.4057
46,1,0,person,220.13,203.05,554.65,1072.42,0.9228
46,2,0,person,598.83,342.05,782.85,872.63,0.8477
46,3,0,person,81.34,447.75,156.77,673.53,0.7335
46,6,0,person,139.94,466.58,185.72,660.49,0.6465
46,8,0,person,737.83,377.27,840.14,847.15,0.7188
46,9,0,person,178.87,473.16,221.11,621.42,0.4828
46,5,0,person,36.88,470.58,92.10,677.74,0.5615
46,12,0,person,0.11,474.49,48.73,674.18,0.4301
47,1,0,person,218.25,198.41,553.02,1071.65,0.9334
47,2,0,person,594.12,344.84,780.57,872.33,0.8482
47,3,0,person,81.21,447.72,156.63,673.65,0.7133
47,6,0,person,138.10,467.14,186.21,660.45,0.6520
47,8,0,person,736.09,372.82,840.76,844.97,0.7899
47,9,0,person,178.29,474.80,220.72,621.55,0.5746
47,5,0,person,37.51,469.68,90.38,677.69,0.5371
47,12,0,person,0.19,472.35,43.47,672.59,0.4102
48,1,0,person,212.58,194.09,551.84,1072.31,0.9250
48,2,0,person,591.18,347.50,780.18,870.73,0.8532
48,3,0,person,81.04,447.87,157.32,675.42,0.6908
48,6,0,person,136.15,466.69,184.39,661.42,0.6156
48,8,0,person,735.08,369.93,842.49,843.50,0.8149
48,9,0,person,177.51,476.77,220.74,624.59,0.5807
48,5,0,person,37.84,469.75,91.38,676.89,0.5733
48,12,0,person,0.23,472.06,40.08,668.57,0.3763
48,11,0,person,226.44,480.62,296.12,714.82,0.3717
49,1,0,person,202.49,190.80,551.30,1073.00,0.9292
49,2,0,person,587.15,345.16,777.66,872.64,0.8678
49,3,0,person,80.58,447.98,157.18,677.30,0.7024
49,6,0,person,135.76,465.29,183.77,662.35,0.6289
49,8,0,person,735.30,367.06,843.03,843.52,0.7926
49,9,0,person,176.65,488.40,217.67,621.44,0.4423
49,5,0,person,36.86,469.61,91.67,677.86,0.6044
49,11,0,person,226.51,496.20,295.80,711.69,0.4659
49,4,0,person,0.00,474.74,27.69,628.72,0.3552
50,1,0,person,197.64,194.84,553.13,1072.45,0.9226
50,2,0,person,583.69,346.93,773.91,871.26,0.8582
50,3,0,person,80.43,454.56,157.47,677.33,0.6825
50,6,0,person,134.93,464.47,183.34,663.59,0.6409
50,8,0,person,735.26,364.13,842.94,838.63,0.8020
50,5,0,person,35.00,469.74,92.39,678.24,0.5846
50,11,0,person,228.28,514.07,296.50,711.23,0.4548
50,4,0,person,0.00,474.43,28.18,628.51,0.3926
51,1,0,person,193.43,202.97,556.60,1071.93,0.9234
51,2,0,person,580.75,347.43,771.59,870.67,0.8559
51,3,0,person,80.42,457.96,156.66,676.31,0.6559
51,6,0,person,134.66,464.53,183.97,666.25,0.6660
51,8,0,person,735.79,364.03,842.55,837.13,0.7917
51,5,0,person,33.88,469.63,93.31,678.18,0.5909
51,11,0,person,229.38,512.90,294.09,708.11,0.4629
51,4,0,person,0.00,474.30,28.92,628.65,0.3783
52,1,0,person,192.28,214.92,562.21,1070.63,0.9353
52,2,0,person,578.85,347.14,769.22,872.29,0.8313
52,3,0,person,81.49,458.04,151.69,678.56,0.6362
52,6,0,person,133.32,463.82,184.72,666.85,0.6848
52,8,0,person,734.97,365.31,843.81,838.81,0.7991
52,5,0,person,32.93,471.16,90.78,676.94,0.6063
52,4,0,person,0.00,474.28,30.77,628.50,0.3646
53,1,0,person,195.88,221.25,565.98,1070.87,0.9267
53,2,0,person,578.25,347.50,767.83,872.34,0.8440
53,3,0,person,81.56,457.81,150.46,675.89,0.6341
53,6,0,person,133.14,464.18,186.50,664.98,0.6727
53,8,0,person,733.26,368.40,843.86,834.36,0.8225
53,5,0,person,32.50,473.14,91.15,675.74,0.5170
53,4,0,person,0.00,475.72,24.83,609.46,0.4072
53,9,0,person,177.68,493.08,221.08,626.12,0.3629
53,11,0,person,213.75,469.67,297.58,707.80,0.3934
54,1,0,person,204.93,223.83,563.28,1070.48,0.9271
54,2,0,person,575.93,346.78,766.16,871.60,0.8483
54,3,0,person,82.58,458.97,148.74,674.97,0.6267
54,6,0,person,131.13,464.45,186.10,665.04,0.6565
54,8,0,person,730.80,372.10,845.08,831.17,0.8138
54,5,0,person,32.98,475.99,91.43,675.52,0.5857
54,4,0,person,0.00,477.10,27.16,621.06,0.3914
54,9,0,person,177.43,493.97,220.18,625.52,0.5956
54,11,0,person,213.75,459.41,297.97,709.38,0.3729
55,1,0,person,209.95,221.00,554.58,1069.47,0.9284
55,2,0,person,570.45,344.76,765.23,871.40,0.8655
55,3,0,person,82.32,461.43,146.50,673.91,0.6087
55,6,0,person,129.96,463.66,186.34,665.88,0.7387
55,8,0,person,726.90,375.10,843.55,832.37,0.8165
55,5,0,person,32.63,476.89,91.67,675.28,0.6219
55,4,0,person,0.00,478.65,27.72,622.19,0.3756
55,9,0,person,176.93,491.22,223.11,626.58,0.6466
55,11,0,person,216.85,475.84,295.42,715.08,0.4207
56,1,0,person,215.21,216.53,549.00,1069.03,0.9323
56,2,0,person,567.15,341.64,763.41,871.40,0.8668
56,3,0,person,81.83,460.21,146.94,672.54,0.6009
56,6,0,person,130.45,465.45,185.39,665.52,0.7180
56,8,0,person,723.91,378.19,841.82,833.34,0.7949
56,5,0,person,31.39,476.32,91.85,676.11,0.6402
56,4,0,person,0.00,482.54,23.22,630.92,0.3778
56,9,0,person,177.03,489.78,222.95,625.86,0.5512
56,11,0,person,221.46,498.89,292.65,710.64,0.4654
57,1,0,person,219.71,208.22,547.47,1070.69,0.9316
57,2,0,person,562.28,339.25,763.61,871.33,0.8814
57,3,0,person,80.53,457.70,147.66,673.03,0.6534
57,6,0,person,131.28,466.86,186.10,664.19,0.7888
57,8,0,person,720.75,379.36,841.39,835.41,0.8017
57,5,0,person,28.90,475.91,90.63,676.87,0.6165
57,4,0,person,0.00,483.30,21.41,634.08,0.4306
57,9,0,person,177.59,488.78,222.62,625.94,0.5792
57,11,0,person,222.18,500.91,292.32,708.87,0.5176
58,1,0,person,225.81,204.02,548.56,1074.16,0.9215
58,2,0,person,560.25,338.42,763.81,871.58,0.8847
58,3,0,person,79.55,457.51,144.52,675.75,0.5867
58,6,0,person,132.17,467.92,184.30,666.10,0.7949
58,8,0,person,718.05,380.16,842.44,837.17,0.8107
58,5,0,person,27.45,473.92,90.40,677.70,0.6059
58,9,0,person,176.77,484.38,221.86,624.98,0.6683
58,11,0,person,217.91,496.94,292.56,702.85,0.5357
59,1,0,person,230.15,202.80,548.69,1075.05,0.9238
59,2,0,person,558.78,339.26,769.02,872.02,0.8706
59,3,0,person,77.24,449.84,143.95,675.20,0.5947
59,6,0,person,132.11,471.20,183.32,668.01,0.7644
59,8,0,person,716.07,380.37,845.47,837.26,0.8059
59,5,0,person,27.33,471.72,89.73,677.58,0.5212
59,9,0,person,176.58,479.73,222.65,624.08,0.6023
59,11,0,person,219.92,491.10,293.05,704.66,0.5160
59,13,0,person,471.17,424.86,549.70,702.63,0.4553
60,1,0,person,230.32,213.83,546.03,1076.42,0.9212
60,2,0,person,557.26,341.95,771.88,872.05,0.8782
60,3,0,person,75.74,447.13,143.46,675.38,0.6449
60,6,0,person,131.97,471.52,182.95,669.50,0.7100
60,8,0,person,717.40,379.74,847.29,836.31,0.7737
60,5,0,person,27.87,470.63,88.30,676.88,0.5531
60,9,0,person,176.37,478.24,222.31,623.46,0.5668
60,11,0,person,219.31,498.98,291.18,704.79,0.4875
60,13,0,person,470.26,404.26,548.24,706.84,0.4723
61,1,0,person,226.06,222.85,541.92,1078.92,0.9170
61,2,0,person,555.58,344.38,774.57,872.07,0.8825
61,3,0,person,76.15,447.53,144.31,674.25,0.6498
61,6,0,person,131.82,469.43,182.23,668.46,0.7967
61,8,0,person,718.34,379.00,850.28,835.18,0.7743
61,9,0,person,175.37,475.71,223.45,621.09,0.5568
61,11,0,person,218.64,476.19,291.79,706.33,0.4939
62,1,0,person,221.37,231.41,537.77,1074.90,0.9178
62,2,0,person,554.64,346.85,773.69,870.95,0.8830
62,3,0,person,75.94,448.42,143.85,676.50,0.6472
62,6,0,person,131.25,468.97,181.74,668.01,0.8031
62,8,0,person,717.43,377.02,851.17,833.23,0.7792
62,9,0,person,175.53,472.35,223.24,621.86,0.5571
62,11,0,person,217.68,474.11,293.60,707.24,0.3973
62,5,0,person,28.35,468.20,86.83,677.03,0.5945
63,1,0,person,219.46,236.87,534.52,1074.33,0.9169
63,2,0,person,555.51,345.10,773.68,870.22,0.8784
63,3,0,person,75.76,448.90,143.75,677.17,0.6565
63,6,0,person,130.79,469.14,181.71,669.19,0.7600
63,8,0,person,720.88,375.18,852.93,831.58,0.7742
63,9,0,person,175.27,470.90,222.84,624.60,0.5682
63,5,0,person,26.97,468.46,84.56,677.71,0.7093
64,1,0,person,220.00,235.06,529.05,1075.60,0.9060
64,2,0,person,556.01,344.60,775.56,868.41,0.8732
64,3,0,person,76.62,449.45,144.13,677.52,0.6058
64,6,0,person,131.23,468.95,181.94,667.42,0.7423
64,8,0,person,723.56,373.47,853.94,832.01,0.7764
64,9,0,person,175.80,473.36,223.76,626.33,0.4958
64,5,0,person,28.86,469.86,84.57,675.75,0.6783
64,13,0,person,477.43,491.68,543.99,700.97,0.3584
64,11,0,person,220.35,484.05,290.70,711.12,0.4134
65,1,0,person,221.64,230.12,521.29,1076.56,0.9012
65,2,0,person,557.58,346.16,776.18,868.61,0.8629
65,3,0,person,78.26,452.58,144.43,679.67,0.5810
65,6,0,person,130.66,468.31,182.15,666.00,0.7242
65,8,0,person,726.99,371.79,854.74,832.99,0.7690
65,9,0,person,175.77,478.15,222.51,627.45,0.4457
65,5,0,person,29.42,470.67,84.09,674.23,0.6999
65,13,0,person,473.16,496.67,543.22,702.59,0.4803
65,11,0,person,220.90,484.70,290.24,711.92,0.4320
66,1,0,person,222.14,225.00,518.49,1077.39,0.9035
66,2,0,person,559.75,347.72,776.47,868.31,0.8758
66,3,0,person,79.08,454.96,144.57,680.98,0.5778
66,6,0,person,130.15,466.76,182.98,667.82,0.7207
66,8,0,person,728.63,370.62,855.51,833.81,0.7653
66,9,0,person,176.15,484.21,223.87,628.55,0.4854
66,5,0,person,29.09,471.09,84.49,673.45,0.7727
66,13,0,person,469.50,482.03,545.59,701.09,0.5484
66,11,0,person,221.38,487.76,289.36,711.33,0.4745
67,1,0,person,219.78,221.14,514.65,1070.13,0.9080
67,2,0,person,561.08,347.89,777.12,866.42,0.8765
67,3,0,person,79.11,458.33,145.12,681.75,0.5684
67,6,0,person,130.01,467.09,181.61,669.62,0.7018
67,8,0,person,725.54,371.01,855.85,837.70,0.7589
67,9,0,person,176.78,488.46,225.75,626.80,0.5568
67,5,0,person,29.92,473.16,84.87,673.09,0.7691
67,13,0,person,469.80,482.02,546.79,699.18,0.5376
67,11,0,person,220.45,494.62,289.47,709.82,0.6009
68,1,0,person,215.66,221.10,513.04,1057.72,0.8844
68,2,0,person,564.94,347.64,778.44,865.65,0.8645
68,3,0,person,79.24,459.34,145.20,681.60,0.5815
68,6,0,person,130.33,466.44,180.40,669.61,0.7129
68,8,0,person,726.60,373.84,855.09,838.16,0.7593
68,9,0,person,177.30,485.58,225.99,625.88,0.6384
68,5,0,person,29.58,472.84,84.95,675.03,0.7104
68,13,0,person,467.99,485.39,546.55,701.57,0.5351
68,11,0,person,220.05,494.18,288.86,704.07,0.5740
69,1,0,person,212.48,225.17,514.64,1055.19,0.8842
69,2,0,person,567.63,347.01,777.51,862.75,0.8644
